StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q4,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,ID,sourcefile,gender,age,Message,string,V,U,index_U,i.x,j.x,yhat.x,i.y,j.y,yhat.y,i.x.x,j.x.x,yhat.x.x,i.y.y,j.y.y,yhat.y.y,i.x.x.x,j.x.x.x,yhat.x.x.x,i.y.y.y,j.y.y.y,yhat.y.y.y,i.x.x.x.x,j.x.x.x.x,yhat.x.x.x.x,i.y.y.y.y,j.y.y.y.y,yhat.y.y.y.y,i.x.x.x.x.x,j.x.x.x.x.x,yhat.x.x.x.x.x,i.y.y.y.y.y,j.y.y.y.y.y,yhat.y.y.y.y.y,i.x.x.x.x.x.x,j.x.x.x.x.x.x,yhat.x.x.x.x.x.x,i.y.y.y.y.y.y,j.y.y.y.y.y.y,yhat.y.y.y.y.y.y,i.x.x.x.x.x.x.x,j.x.x.x.x.x.x.x,yhat.x.x.x.x.x.x.x,i.y.y.y.y.y.y.y,j.y.y.y.y.y.y.y,yhat.y.y.y.y.y.y.y,i,j,yhat,Y
2020-08-16 06:11:51,2020-08-16 06:15:16,0,100,205,1,2020-08-16 06:15:16,R_3n8IFTw7dhB40Ea,anonymous,EN,1,1,3.594,4.401,56.206,2,1,1,2,1,2,1,1,3,1,2,2,4,1,1,11,"F-OLD-R_August+16,+2020_08.58.csv",F,OLD,NA,woman over 50 years old,2,1,9,1,10,0.5983078430520667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2020-08-16 07:24:34,2020-08-16 07:27:40,0,100,186,1,2020-08-16 07:27:41,R_2QA6Ct0BDcV5G6Z,anonymous,EN,1,1,0,0,68.847,0,1,4,4,4,3,4,4,4,4,4,3,4,4,4,12,"F-OLD-R_August+16,+2020_08.58.csv",F,OLD,NA,woman over 50 years old,2,1,12,13,14,0.5983078430520667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2020-08-17 11:39:18,2020-08-17 11:41:50,0,100,152,1,2020-08-17 11:41:50,R_3HH286bvMm2lC5w,anonymous,EN,1,1,0,0,56.984,0,1,3,2,2,1,1,3,2,2,2,3,2,2,1,13,"F-OLD-R_August+18,+2020_01.49.csv",F,OLD,NA,woman over 50 years old,2,2,16,NA,NA,NA,14,2,0.6267841724707637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2020-08-17 12:59:22,2020-08-17 13:01:40,0,100,138,1,2020-08-17 13:01:41,R_32JDAC41q4tUoUH,anonymous,EN,1,1,0,0,65.31,0,1,2,2,1,1,1,2,4,2,2,0,4,4,1,14,"F-OLD-R_August+18,+2020_01.49.csv",F,OLD,NA,woman over 50 years old,2,2,15,NA,NA,NA,10,6,0.6267841724707637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2020-08-17 13:51:40,2020-08-17 14:02:39,0,100,659,1,2020-08-17 14:02:39,R_1OpenYFqo4OUgfy,anonymous,EN,1,1,44.437,44.437,46.437,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,15,"F-OLD-R_August+18,+2020_01.49.csv",F,OLD,NA,woman over 50 years old,2,2,14,NA,NA,NA,6,10,0.6267841724707637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2020-08-17 14:41:51,2020-08-17 15:19:34,0,100,2262,1,2020-08-17 15:19:34,R_2at27o5i2vCDOE8,anonymous,EN,1,1,5.603,5.603,31.539,1,1,4,4,3,3,3,3,4,2,2,3,3,0,4,16,"F-OLD-R_August+18,+2020_01.49.csv",F,OLD,NA,woman over 50 years old,2,2,13,NA,NA,NA,2,14,0.6267841724707637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2020-08-20 06:05:45,2020-08-20 06:08:43,0,100,178,1,2020-08-20 06:08:44,R_2OGEcNknIbGlB2Q,anonymous,EN,1,1,0,0,77.114,0,1,3,3,3,3,3,3,3,3,3,4,4,4,3,17,"F-OLD-R_August+20,+2020_11.40.csv",F,OLD,NA,woman over 50 years old,2,2,18,NA,NA,NA,NA,NA,NA,6,2,0.6082982195420977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
2020-08-20 06:45:55,2020-08-20 06:51:51,0,100,356,1,2020-08-20 06:51:51,R_3fjcP1ArB8vJuNG,anonymous,EN,1,1,0,0,108.54,0,0,2,3,3,3,3,3,4,4,3,4,4,4,4,18,"F-OLD-R_August+20,+2020_11.40.csv",F,OLD,NA,woman over 50 years old,2,2,19,NA,NA,NA,NA,NA,NA,10,6,0.6082982195420977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2020-08-20 07:41:52,2020-08-20 07:46:15,0,100,262,1,2020-08-20 07:46:15,R_2aD2O8ryuofWpjO,anonymous,EN,1,1,8.878,18.518,71.371,4,1,4,3,4,3,3,3,4,2,3,3,4,4,3,19,"F-OLD-R_August+20,+2020_11.40.csv",F,OLD,NA,woman over 50 years old,2,2,17,NA,NA,NA,NA,NA,NA,2,10,0.6082982195420977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2020-08-20 08:20:01,2020-08-20 08:24:40,0,100,279,1,2020-08-20 08:24:41,R_3impgeSWLMzsQtb,anonymous,EN,1,1,0,0,53.578,0,1,3,3,3,3,3,3,3,3,2,3,3,3,3,20,"F-OLD-R_August+20,+2020_11.40.csv",F,OLD,NA,woman over 50 years old,2,2,20,NA,NA,NA,NA,NA,NA,14,14,0.6082982195420977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2020-08-21 03:37:03,2020-08-21 03:38:55,0,100,111,1,2020-08-21 03:38:55,R_20OkUfOip1u595h,anonymous,EN,1,1,0.873,0.873,33.004,1,1,3,3,3,3,3,2,3,2,3,3,4,4,2,21,"F-OLD-R_August+21,+2020_09.58.csv",F,OLD,NA,woman over 50 years old,2,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0.5888449526554741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2020-08-21 04:42:12,2020-08-21 04:44:36,0,100,144,1,2020-08-21 04:44:37,R_1Qzr73kjxhTIXvB,anonymous,EN,1,1,38.283,38.283,39.504,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,22,"F-OLD-R_August+21,+2020_09.58.csv",F,OLD,NA,woman over 50 years old,2,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,0.5888449526554741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-21 06:48:05,2020-08-21 06:52:00,0,100,235,1,2020-08-21 06:52:01,R_8IC8dbHVXDVZPeV,anonymous,EN,1,1,12.742,68.357,73.288,2,1,1,2,1,0,2,2,2,2,1,2,3,2,2,23,"F-OLD-R_August+21,+2020_09.58.csv",F,OLD,NA,woman over 50 years old,2,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0.5888449526554741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2020-08-21 06:54:48,2020-08-21 06:59:38,0,100,290,1,2020-08-21 06:59:39,R_2Ea6C6l6WdUGJo2,anonymous,EN,1,1,0,0,79.176,0,0,3,2,2,2,1,1,3,3,3,3,3,3,1,24,"F-OLD-R_August+21,+2020_09.58.csv",F,OLD,NA,woman over 50 years old,2,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,0.5888449526554741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2020-08-25 12:23:30,2020-08-25 12:26:44,0,100,193,1,2020-08-25 12:26:45,R_29od9FDHRuZFKVt,anonymous,EN,1,1,0,0,35.171,0,1,1,1,1,1,1,1,4,1,1,3,3,3,3,25,"F-OLD-R_August+27,+2020_03.07.csv",F,OLD,NA,woman over 50 years old,2,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0.6635578153505257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
2020-08-25 13:08:45,2020-08-25 13:12:19,0,100,213,1,2020-08-25 13:12:19,R_2Vxpa4kqGIefx9h,anonymous,EN,1,1,0,0,62.464,0,1,3,2,2,1,2,3,3,3,3,3,2,3,3,26,"F-OLD-R_August+27,+2020_03.07.csv",F,OLD,NA,woman over 50 years old,2,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,0.6635578153505257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
2020-08-25 13:57:34,2020-08-25 13:59:18,0,100,104,1,2020-08-25 13:59:18,R_33xnJrHsu730fGA,anonymous,EN,1,1,0,0,31.793,0,1,3,4,3,3,3,3,4,4,4,4,4,4,1,27,"F-OLD-R_August+27,+2020_03.07.csv",F,OLD,NA,woman over 50 years old,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0.6635578153505257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2020-08-25 15:33:10,2020-08-25 15:35:48,0,100,157,1,2020-08-25 15:35:48,R_2OI49C46EWX8zVs,anonymous,EN,1,1,0,0,40.312,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,28,"F-OLD-R_August+27,+2020_03.07.csv",F,OLD,NA,woman over 50 years old,2,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0.6635578153505257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
2020-08-27 10:55:28,2020-08-27 11:00:32,0,100,304,1,2020-08-27 11:00:33,R_1CvFMwwLLhadVja,anonymous,EN,1,1,0,0,79.055,0,1,2,3,2,1,3,3,3,3,3,1,4,3,3,29,"F-OLD-R_August+28,+2020_06.51.csv",F,OLD,NA,woman over 50 years old,2,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0.60865975711046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2020-08-27 11:57:19,2020-08-27 12:00:11,0,100,172,1,2020-08-27 12:00:12,R_1Cx9UkyFufXGDou,anonymous,EN,1,1,0,0,47.072,0,1,3,4,2,3,3,3,4,4,4,4,4,4,2,30,"F-OLD-R_August+28,+2020_06.51.csv",F,OLD,NA,woman over 50 years old,2,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,0.60865975711046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2020-08-27 12:31:55,2020-08-27 12:35:06,0,100,191,1,2020-08-27 12:35:07,R_1mQrU706TJUhxtK,anonymous,EN,1,1,0,0,81.114,0,1,3,3,3,3,1,1,4,1,3,4,4,1,1,31,"F-OLD-R_August+28,+2020_06.51.csv",F,OLD,NA,woman over 50 years old,2,3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,0.60865975711046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
2020-08-27 13:51:06,2020-08-27 13:53:26,0,100,139,1,2020-08-27 13:53:26,R_248n9BGLujq4yQ3,anonymous,EN,1,1,0,0,43.541,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,32,"F-OLD-R_August+28,+2020_06.51.csv",F,OLD,NA,woman over 50 years old,2,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,0.60865975711046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-28 13:02:42,2020-08-28 13:04:50,0,100,128,1,2020-08-28 13:04:51,R_1pQnVYuCNM08U2F,anonymous,EN,1,1,0,0,37.458,0,1,4,3,3,3,3,4,4,3,3,3,4,4,3,33,"F-OLD-R_August+28,+2020_16.44.csv",F,OLD,NA,woman over 50 years old,2,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0.5824854520953437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2020-08-28 13:41:03,2020-08-28 13:46:21,0,100,318,1,2020-08-28 13:46:22,R_3RmdD2S01vl4dze,anonymous,EN,1,1,51.49,101.374,102.76,2,1,4,4,4,4,4,4,4,4,4,2,4,4,4,34,"F-OLD-R_August+28,+2020_16.44.csv",F,OLD,NA,woman over 50 years old,2,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.5824854520953437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2020-08-28 14:28:29,2020-08-28 14:31:12,0,100,163,1,2020-08-28 14:31:12,R_27PT81TbmVOcc2N,anonymous,EN,1,1,0,0,57.379,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,35,"F-OLD-R_August+28,+2020_16.44.csv",F,OLD,NA,woman over 50 years old,2,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,0.5824854520953437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-28 15:14:19,2020-08-28 15:17:06,0,100,167,1,2020-08-28 15:17:07,R_1jAJ5A8WmeFpx3a,anonymous,EN,1,1,36.439,36.439,42.261,1,0,3,2,1,1,1,0,3,2,2,2,3,2,1,36,"F-OLD-R_August+28,+2020_16.44.csv",F,OLD,NA,woman over 50 years old,2,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,0.5824854520953437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2020-08-29 06:00:04,2020-08-29 06:04:36,0,100,272,1,2020-08-29 06:04:37,R_2OHicPPhLpti9Nb,anonymous,EN,1,1,89.674,89.674,91.907,1,1,3,4,3,3,2,2,4,3,3,4,4,4,1,37,"F-OLD-R_August+30,+2020_14.02.csv",F,OLD,NA,woman over 50 years old,2,3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0.5855803460914043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2020-08-29 06:28:10,2020-08-29 06:32:59,0,100,288,1,2020-08-29 06:32:59,R_2Cj4iAhPTMZPTMu,anonymous,EN,1,1,0,0,67.895,0,1,1,2,2,2,1,2,3,2,1,3,3,3,1,38,"F-OLD-R_August+30,+2020_14.02.csv",F,OLD,NA,woman over 50 years old,2,3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.5855803460914043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2020-08-29 07:49:56,2020-08-29 07:53:27,0,100,211,1,2020-08-29 07:53:27,R_3oZwAoMReUFkqXl,anonymous,EN,1,1,0,0,69.881,0,1,3,3,1,3,2,2,2,4,1,1,3,4,1,39,"F-OLD-R_August+30,+2020_14.02.csv",F,OLD,NA,woman over 50 years old,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,0.5855803460914043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2020-08-29 08:04:03,2020-08-29 08:06:52,0,100,169,1,2020-08-29 08:06:52,R_VWgWmAfoyZK8VFv,anonymous,EN,1,1,4.966,18.95,56.446,2,1,3,3,3,2,2,3,3,4,3,3,4,3,4,40,"F-OLD-R_August+30,+2020_14.02.csv",F,OLD,NA,woman over 50 years old,2,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,0.5855803460914043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2020-08-31 04:52:12,2020-08-31 04:56:44,0,100,271,1,2020-08-31 04:56:44,R_elzlDY2LApjXqlX,anonymous,EN,1,1,31.317,49.497,59.888,4,1,3,3,3,3,2,3,3,3,3,3,0,3,3,41,"F-OLD-R_September+1,+2020_03.09.csv",F,OLD,NA,woman over 50 years old,2,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0.6094684294156087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
