StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q4,Q24,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q32,message_final,SC0,ID,backbutton,sourcefile,gender,age,string,U,V
2020-08-12 06:49:16,2020-08-12 06:56:21,IP Address,100,425,True,2020-08-12 06:56:21,R_xDzEgNItSCtwuNb,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.661,291.697,321.73,8,"It is hard to reconcile online work with family obligations. We have gone through a dramatic shift between our traditional roles to one that is completely online. From traveling and having a commute, to existing in a space where the lines between family obligations and work are blurred.

My best advice, based on my own experiences, is to make the line between work and home crystal clear. As much as possible, do not set up meetings or check email past the workday. Completely disconnect. That way, you can focus on your family obligations in the morning or the evening. It is also critical to have a part of your house dedicated for ""work"" for the same reasons. 

I would also advocate for creating a daily schedule with your spouse, if you have one, if children are involved. Perhaps your spouse can tell his/her work that they are available at certain hours for face to face meetings, while you are available at a different time so someone can watch the children if needed. I would also take advantage of keeping your video off and mic off when it is possible and perhaps use a bluetooth headset so you can walk around the house to go check something out when on a call.

Good luck and remember - you will come out of this stronger, much more connected with your family, and appreciative of how life used to be!","It is hard to reconcile online work with family obligations. We have gone through a dramatic shift between our traditional roles to one that is completely online. From traveling and having a commute, to existing in a space where the lines between family obligations and work are blurred.

My best advice, based on my own experiences, is to make the line between work and home crystal clear. As much as possible, do not set up meetings or check email past the workday. Completely disconnect. That way, you can focus on your family obligations in the morning or the evening. It is also critical to have a part of your house dedicated for ""work"" for the same reasons. 

I would also advocate for creating a daily schedule with your spouse, if you have one, if children are involved. Perhaps your spouse can tell his/her work that they are available at certain hours for face to face meetings, while you are available at a different time so someone can watch the children if needed. I would also take advantage of keeping your video off and mic off when it is possible and perhaps use a bluetooth headset so you can walk around the house to go check something out when on a call.

Good luck and remember - you will come out of this stronger, much more connected with your family, and appreciative of how life used to be!",0,3,gone,"F-YOUNG-S_August+12,+2020_12.32.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-12 07:44:31,2020-08-12 07:50:50,IP Address,100,379,True,2020-08-12 07:50:50,R_ef9GQkoLIw8nAaJ,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.613,267.108,304.045,6,"I would say that the most important thing is setting a schedule for yourself and keeping your loved ones informed of the schedule. For you and your loved ones to cope with you working online or at home, it will help them to know when you have free time or time to do other things. They can look forward to it and make plans and know how to keep their relationship with you strong. Something like a printed schedule sheet or a calendar.

Secondly, I would also say it is important to ensure you have a quiet space to yourself to work when you need it. Make sure your family understands it is not because you want to be away from them, but just so you can get your work done and then return to them.

Thirdly, try to be open and honest about your work. Keep the ones you care about involved. The more you do this, the less of a barrier there will be. Sometimes it is hard for people to understand why you are sitting at a computer or laptop the majority of your day, but if you describe what you are doing throughout your usual work days, this will help lessen the gap between you and them quite a lot.","I would say that the most important thing is setting a schedule for yourself and keeping your loved ones informed of the schedule. For you and your loved ones to cope with you working online or at home, it will help them to know when you have free time or time to do other things. They can look forward to it and make plans and know how to keep their relationship with you strong. Something like a printed schedule sheet or a calendar.

Secondly, I would also say it is important to ensure you have a quiet space to yourself to work when you need it. Make sure your family understands it is not because you want to be away from them, but just so you can get your work done and then return to them.

Thirdly, try to be open and honest about your work. Keep the ones you care about involved. The more you do this, the less of a barrier there will be. Sometimes it is hard for people to understand why you are sitting at a computer or laptop the majority of your day, but if you describe what you are doing throughout your usual work days, this will help lessen the gap between you and them quite a lot.",0,4,gone,"F-YOUNG-S_August+12,+2020_12.32.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-13 10:43:18,2020-08-13 11:02:45,IP Address,100,1166,True,2020-08-13 11:02:45,R_STxn4RBg8esVfgt,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.388,350.417,474.847,7,"The best way to work online while still maintaining the family balance is to find the best times to work during the day. If your kids go to school during the day and your spouse goes to work then you should work while they are away and treat the hours like a normal job. If you have young children who are not in school yet work when they are interested in their television program you put on for them or while they are taking naps. Ask your spouse to look after the kids for a couple hours in the evenings and work during those hours. Also put your children to bed around 8 and work from 8 until 10 to get some extra time to yourself. Make sure you remember that the amount of time put in greatly correlates to the growth in your efficiency on the platform. Hitting the major mile stones of 1k, 5k, and 10k hits opens up opportunities to make more money in less time so it is important to maximize the amount of time in the beginning to make it an efficient money maker later down the road. And always remember most timers for hits are longer than the hit takes so you can accept a hit and finish helping your kid with something before starting the hit and running out of time. Requesters give us this cushion so we can have multiple hits in our queue at one time.","The best way to work online while still maintaining the family balance is to find the best times to work during the day. If your kids go to school during the day and your spouse goes to work then you should work while they are away and treat the hours like a normal job. If you have young children who are not in school yet work when they are interested in their television program you put on for them or while they are taking naps. Ask your spouse to look after the kids for a couple hours in the evenings and work during those hours. Also put your children to bed around 8 and work from 8 until 10 to get some extra time to yourself. Make sure you remember that the amount of time put in greatly correlates to the growth in your efficiency on the platform. Hitting the major mile stones of 1k, 5k, and 10k hits opens up opportunities to make more money in less time so it is important to maximize the amount of time in the beginning to make it an efficient money maker later down the road. And always remember most timers for hits are longer than the hit takes so you can accept a hit and finish helping your kid with something before starting the hit and running out of time. Requesters give us this cushion so we can have multiple hits in our queue at one time.",0,5,gone,"F-YOUNG-S_August+14,+2020_03.04.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-13 11:04:04,2020-08-13 11:11:19,IP Address,100,435,True,2020-08-13 11:11:20,R_qJ8k5ibMd47OtTb,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.09,226.837,391.361,2,"I know it may be difficult to balance work and home life, but the good thing is with online work you don't lose time commuting to work or interacting with other people in person given all that is going on. I think that it is actually a great opportunity to make money while being at home. It gives you a little more free time interspersed throughout the day to take care of chores. I know for myself I've definitely been able to get stuff off the ""check-list"" done solely based on the fact that I've physically been at home when things have occurred to me, and it is easy to steal away a few minutes to get those quick tasks done. I know having children probably is a little bit different, as your responsibilities increase and are also unpredictable, but I'm sure they prefer you being around at home to help and understand when you are busy. Ultimately, I think that there are many great opportunities about working online, and there are manageable ways to multi-task. Honestly, there aren't even enough MTurk tasks to take up the whole day unless you qualify for a lot more than what I am seeing.","I know it may be difficult to balance work and home life, but the good thing is with online work you don't lose time commuting to work or interacting with other people in person given all that is going on. I think that it is actually a great opportunity to make money while being at home. It gives you a little more free time interspersed throughout the day to take care of chores. I know for myself I've definitely been able to get stuff off the ""check-list"" done solely based on the fact that I've physically been at home when things have occurred to me, and it is easy to steal away a few minutes to get those quick tasks done. I know having children probably is a little bit different, as your responsibilities increase and are also unpredictable, but I'm sure they prefer you being around at home to help and understand when you are busy. Ultimately, I think that there are many great opportunities about working online, and there are manageable ways to multi-task. Honestly, there aren't even enough MTurk tasks to take up the whole day unless you qualify for a lot more than what I am seeing.",0,6,gone,"F-YOUNG-S_August+14,+2020_03.04.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-13 12:17:39,2020-08-13 12:26:13,IP Address,100,513,True,2020-08-13 12:26:13,R_28Z2PZT66SuniqL,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.514,183.939,379.801,6,"It is quite a task to combine these two activities because when you are working from home there is something you family does not seem to understand about you cannot be available for them to help in any task specially if they can come out with a solution by themselves. So, there needs to be a talk between you and your family to specify certain criteria to be required if they absolutely need to ask you something or to help them so that way you will avoid any unnecesary fight or discussion and you can be paying your whole attention to your current task between your work hours. Also, you can stablish rules in order to determine priority between home tasks and work tasks because they need to be clear in order to both to function as they should and how you intent them to be. In short, I strongly suggest you to improve your communication skills which it is key in everything you do in life, and to nurture your job and family in their respective times. Do not take work outside your alloted time and enjoy the time you advocate to your family and then I assured your find joy in a balanced life.","It is quite a task to combine these two activities because when you are working from home there is something you family does not seem to understand about you cannot be available for them to help in any task specially if they can come out with a solution by themselves. So, there needs to be a talk between you and your family to specify certain criteria to be required if they absolutely need to ask you something or to help them so that way you will avoid any unnecesary fight or discussion and you can be paying your whole attention to your current task between your work hours. Also, you can stablish rules in order to determine priority between home tasks and work tasks because they need to be clear in order to both to function as they should and how you intent them to be. In short, I strongly suggest you to improve your communication skills which it is key in everything you do in life, and to nurture your job and family in their respective times. Do not take work outside your alloted time and enjoy the time you advocate to your family and then I assured your find joy in a balanced life.",0,7,gone,"F-YOUNG-S_August+14,+2020_03.04.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-13 12:40:40,2020-08-13 12:49:02,IP Address,100,501,True,2020-08-13 12:49:02,R_3iVkvxfrinJrMkI,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.671,280.919,348.317,3,"I think the most important thing to do is to evaluate your own personal priorities. Is it more important for you to be there for your family or to be doing online work? What kinds of responsibilities do you have related to your family? Is there work around the house that needs to be done? Do you need to care for children or another loved one who relies on your help to live a quality life? But perhaps your online work does, in a way, partially take care of your family obligations? Maybe your family relies on the money you earn from the online work in order to pay the bills, buy food, or provide a safe home? But on the other hand, maybe online work is more of a hobby that you enjoy doing that just so happens to give you a little extra disposable income? There is no one size fits all advice that can be given. It depends on each individual's personal circumstances. The important thing is figuring out what works for you and what will meet you and your family's needs. Hopefully there is a way to find a good balance where you can do both the things you enjoy and the things you need to do to live an enjoyable life with your family.","I think the most important thing to do is to evaluate your own personal priorities. Is it more important for you to be there for your family or to be doing online work? What kinds of responsibilities do you have related to your family? Is there work around the house that needs to be done? Do you need to care for children or another loved one who relies on your help to live a quality life? But perhaps your online work does, in a way, partially take care of your family obligations? Maybe your family relies on the money you earn from the online work in order to pay the bills, buy food, or provide a safe home? But on the other hand, maybe online work is more of a hobby that you enjoy doing that just so happens to give you a little extra disposable income? There is no one size fits all advice that can be given. It depends on each individual's personal circumstances. The important thing is figuring out what works for you and what will meet you and your family's needs. Hopefully there is a way to find a good balance where you can do both the things you enjoy and the things you need to do to live an enjoyable life with your family.",0,8,gone,"F-YOUNG-S_August+14,+2020_03.04.csv",F,YOUNG,woman under 30 years old,1,1
2020-08-12 03:43:43,2020-08-12 04:18:54,IP Address,100,2110,True,2020-08-12 04:18:54,R_3sgEDrfcNj4c8B6,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.741,2008.685,2011.105,115,"I'm semi-retired, 70, and by myself in my living situation at present, but this is only a recent condition, and I have long experience juggling my work and significant other social responsibilities. Because of its nature, online work demands a degree of quiet and isolation. This is perhaps the most difficult aspect of it, but it needs enforcement if the work is to be successful (and frustration kept to a minimum). So how does one manage the two most important areas of ones life? Best practice, IMO, is to apply a firm schedule or structure to the balance between work and social responsibilities; a conscious application of time away from the work devoted to household relationships and other matters; deviation from this schedule *only* when the work or the relationship life of the home demand it (this last has to be a judgment call on the part of the worker). Since the time spent at work online (especially on Mechanical Turk) is flexible to some extent, time-outs in which social responsibilities and self-care can be attended to should be built into the day as a rule. This would be the case with a standard career offsite, the only difference being that the worker creates it himself--thus the schedule can be more flexible--rather than accepting an employer's structure. This schedule should be shared with everyone in the family who might have an interest in it, and everyone should give input to feel invested in the project. Positive family support of the online worker is crucial to success.","I'm semi-retired, 70, and by myself in my living situation at present, but this is only a recent condition, and I have long experience juggling my work and significant other social responsibilities. Because of its nature, online work demands a degree of quiet and isolation. This is perhaps the most difficult aspect of it, but it needs enforcement if the work is to be successful (and frustration kept to a minimum). So how does one manage the two most important areas of ones life? Best practice, IMO, is to apply a firm schedule or structure to the balance between work and social responsibilities; a conscious application of time away from the work devoted to household relationships and other matters; deviation from this schedule *only* when the work or the relationship life of the home demand it (this last has to be a judgment call on the part of the worker). Since the time spent at work online (especially on Mechanical Turk) is flexible to some extent, time-outs in which social responsibilities and self-care can be attended to should be built into the day as a rule. This would be the case with a standard career offsite, the only difference being that the worker creates it himself--thus the schedule can be more flexible--rather than accepting an employer's structure. This schedule should be shared with everyone in the family who might have an interest in it, and everyone should give input to feel invested in the project. Positive family support of the online worker is crucial to success.",0,1,gone,"M-OLD-S_August+12,+2020_12.32.csv",M,OLD,man over 50 years old,4,4
2020-08-12 04:32:20,2020-08-12 04:42:10,IP Address,100,590,True,2020-08-12 04:42:11,R_3fs2wvfGukZIBXa,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,19.123,19.123,470.548,1,"Reconciling online work with your family obligations can be fairly easy, as long as you set and follow some guidelines.  I have been working from home for 22 years and I love it.  First off, work should be treated just as if you were going into the office and you need to establish a set start and stop time and adhere to it.  You need to ensure that you are not interrupted during those times, except for emergency.  You need to have a separate room/office to work, not on the dining room table or living room sofa.  You need to be able to close your door during sensitive discussions that your family should not hear.  If you talk on a phone for business, you need to have a separate line that the kids or family can't pop on, listen in, or tie up.  It needs to be dedicated for work.  You should take your normal breaks and lunch time.  Spend lunch with the family if they are at home.  After getting used to the routine, you may find that you are able to manage some other things during working hours, such as starting a load of laundry before work, and then on morning break, move it to the dryer, and at lunch time, remove it and put it away.  You need to get up and stretch - you're not in a prison.  Occasionally, it is nice to take your equipment outside in nice weather and work from there if possible, but be sure to avoid distractions.  You are working, and that should be your primary focus during working hours.  Remember, at quitting time for the day, log off, get up and leave your office.  Don't say you'll just finish a few more things - think of it as leaving the office to pick up the kids or something like that - it is a hard stop that you must adhere to.  These tips should give you a great experience.","Reconciling online work with your family obligations can be fairly easy, as long as you set and follow some guidelines.  I have been working from home for 22 years and I love it.  First off, work should be treated just as if you were going into the office and you need to establish a set start and stop time and adhere to it.  You need to ensure that you are not interrupted during those times, except for emergency.  You need to have a separate room/office to work, not on the dining room table or living room sofa.  You need to be able to close your door during sensitive discussions that your family should not hear.  If you talk on a phone for business, you need to have a separate line that the kids or family can't pop on, listen in, or tie up.  It needs to be dedicated for work.  You should take your normal breaks and lunch time.  Spend lunch with the family if they are at home.  After getting used to the routine, you may find that you are able to manage some other things during working hours, such as starting a load of laundry before work, and then on morning break, move it to the dryer, and at lunch time, remove it and put it away.  You need to get up and stretch - you're not in a prison.  Occasionally, it is nice to take your equipment outside in nice weather and work from there if possible, but be sure to avoid distractions.  You are working, and that should be your primary focus during working hours.  Remember, at quitting time for the day, log off, get up and leave your office.  Don't say you'll just finish a few more things - think of it as leaving the office to pick up the kids or something like that - it is a hard stop that you must adhere to.  These tips should give you a great experience.",0,2,gone,"M-OLD-S_August+12,+2020_12.32.csv",M,OLD,man over 50 years old,4,4
2020-08-12 05:18:00,2020-08-12 05:34:21,IP Address,100,981,True,2020-08-12 05:34:21,R_VR4I3XIWqprsyMp,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,3.529,845.729,851.985,7,"I consider online work to be a supplement to my income. I have a very modest pension and social security coming in, and my online work harvests maybe another twenty five percent on top of that. The end result is that I have to live very frugally. I can do that. I am an old widower, and live alone. I paid off my home a long time ago, and my expenses are comparatively low. My kids are all off on their own, so my family obligations are mainly communication over the phone and email. My garden supplements my food supply, and I don't eat out. My social life is comprised of visiting with people in the nearby town and on the beaches, and that is down to a bare minimum with the pandemic. Hard times!
Honestly, I do not know how people are making it now a days. We used to be able to get a job that covered our expenses and left some for saving for the future. It looks pretty tough out there to me these days. If you have kids and only one income coming in, I do not see much room for saving and investing in your future in today's economy. 
If you are single with no dependents, that is another story. Online work can support you if you work long hours and get efficient at it. But if you have a family to support, my hat is off to you. At least you can work at home and have some kind of balance in your family life. Cut expenses as much as you can and live frugally and you can feed the pack, but it won't be easy.","I consider online work to be a supplement to my income. I have a very modest pension and social security coming in, and my online work harvests maybe another twenty five percent on top of that. The end result is that I have to live very frugally. I can do that. I am an old widower, and live alone. I paid off my home a long time ago, and my expenses are comparatively low. My kids are all off on their own, so my family obligations are mainly communication over the phone and email. My garden supplements my food supply, and I don't eat out. My social life is comprised of visiting with people in the nearby town and on the beaches, and that is down to a bare minimum with the pandemic. Hard times!
Honestly, I do not know how people are making it now a days. We used to be able to get a job that covered our expenses and left some for saving for the future. It looks pretty tough out there to me these days. If you have kids and only one income coming in, I do not see much room for saving and investing in your future in today's economy. 
If you are single with no dependents, that is another story. Online work can support you if you work long hours and get efficient at it. But if you have a family to support, my hat is off to you. At least you can work at home and have some kind of balance in your family life. Cut expenses as much as you can and live frugally and you can feed the pack, but it won't be easy.",0,3,gone,"M-OLD-S_August+12,+2020_12.32.csv",M,OLD,man over 50 years old,4,4
2020-08-12 06:07:19,2020-08-12 06:15:46,IP Address,100,507,True,2020-08-12 06:15:46,R_1KxtyYPyK40gThE,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,6.813,38.349,415.683,3,"The first important thing that you can do to reconcile online work with family responsibilities is to establish boundaries between the two.  Do you best to separate them.  Establish a schedule when you will do online work and try your best to stick to it, just as you would with an office job.  It also helps to set up a home office area to work from.  Go there and settle in to do your work, and at the end of your work time leave the office and the online work behind so that you can give attention to your family.  You should also set time aside to spend with your family and take care of chores.  Dedicate that time to them and don’t let work interfere with family life during that time.  That time can be both regularly scheduled hours as well as occasional odd hours when you would otherwise be working.  Just like you would occasionally leave an office job to take a child to the doctor, you can leave your online work for the same types of things.  However, just as you would at an office job, pay attention and try to keep such interruptions to a minimum.","The first important thing that you can do to reconcile online work with family responsibilities is to establish boundaries between the two.  Do you best to separate them.  Establish a schedule when you will do online work and try your best to stick to it, just as you would with an office job.  It also helps to set up a home office area to work from.  Go there and settle in to do your work, and at the end of your work time leave the office and the online work behind so that you can give attention to your family.  You should also set time aside to spend with your family and take care of chores.  Dedicate that time to them and don’t let work interfere with family life during that time.  That time can be both regularly scheduled hours as well as occasional odd hours when you would otherwise be working.  Just like you would occasionally leave an office job to take a child to the doctor, you can leave your online work for the same types of things.  However, just as you would at an office job, pay attention and try to keep such interruptions to a minimum.",0,4,gone,"M-OLD-S_August+12,+2020_12.32.csv",M,OLD,man over 50 years old,4,4
2020-08-13 09:58:18,2020-08-13 10:09:06,IP Address,100,647,True,2020-08-13 10:09:06,R_3OeRoDlwxiM9ohi,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.965,385.724,428.429,21,"Ok so working from home is one thing, but working from home if you have children is another deal entirely. Ok that being said it isn't Rocket science here. Whether you work outside the home or in it online or offline. A 40 hr week is the full time assumption. How I worked it out is  after having over 30 years of working full time out of the home , I quickly realized that it wasn't me that had to adapt as much as my family did. My work time is MY work time and MY WIFE AND KIDS MUST RESPECT THAT and go about their day like I wasn't home whatever that may be. I am self disciplined enough to keep myself focused , but others in the home need to have the attitude that you are NOT available for 8 hrs or more. Just like when I worked outside the home. This is the only way it works no matter how committed YOU are. The entire home has to be on board and respect the unavailabilty. Period!!!","Ok so working from home is one thing, but working from home if you have children is another deal entirely. Ok that being said it isn't Rocket science here. Whether you work outside the home or in it online or offline. A 40 hr week is the full time assumption. How I worked it out is  after having over 30 years of working full time out of the home , I quickly realized that it wasn't me that had to adapt as much as my family did. My work time is MY work time and MY WIFE AND KIDS MUST RESPECT THAT and go about their day like I wasn't home whatever that may be. I am self disciplined enough to keep myself focused , but others in the home need to have the attitude that you are NOT available for 8 hrs or more. Just like when I worked outside the home. This is the only way it works no matter how committed YOU are. The entire home has to be on board and respect the unavailabilty. Period!
If you are just dabbling in online or at home work , then that is an entirely different matter. All the above is for someone trying full time work online from home.",0,5,gone,"M-OLD-S_August+14,+2020_03.04.csv",M,OLD,man over 50 years old,4,4
2020-08-13 11:14:42,2020-08-13 11:28:09,IP Address,100,807,True,2020-08-13 11:28:10,R_2SwPmSvaHjsrxp2,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,7.931,639.572,648.305,20,"Hi, my advice is pretty simple.  Every time you have any spare time search for qual or screener in the MTurk system.  This will bring up qualification or screener hits.  Doing these will expand your qualifications and in turn open up more available work to you.  Also look at the tools that you are using.  There are various tools out there to choose from.  One of the main must have's that became available only a couple of years ago is an extension on chrome (I believe it is also available on other's too) called MTurk Suite.  This is a must have.  The tracker will tell you how many hits you have completed in dollars, there is also a 'catcher' which helps you catch those hits that you want to work on but cannot catch then manually.   The Finder will alert you when a favorite requester starts to post work, this you can customize to your own preferences. You can also adapt this to your own work schedule for searching hits.  One last thing if you are not sure how to use these tools that you find Youtube is a really good resource as there are multiple how to videos posted on this subject.  With all this it will be a lot easier and you will find you can work any time of day whenever you have a spare moment from your own obligations.","Hi, my advice is pretty simple.  Every time you have any spare time search for qual or screener in the MTurk system.  This will bring up qualification or screener hits.  Doing these will expand your qualifications and in turn open up more available work to you.  Also look at the tools that you are using.  There are various tools out there to choose from.  One of the main must have's that became available only a couple of years ago is an extension on chrome (I believe it is also available on other's too) called MTurk Suite.  This is a must have.  The tracker will tell you how many hits you have completed in dollars, there is also a 'catcher' which helps you catch those hits that you want to work on but cannot catch then manually.   The Finder will alert you when a favorite requester starts to post work, this you can customize to your own preferences. You can also adapt this to your own work schedule for searching hits.  One last thing if you are not sure how to use these tools that you find Youtube is a really good resource as there are multiple how to videos posted on this subject.  With all this it will be a lot easier and you will find you can work any time of day whenever you have a spare moment from your own obligations.",0,6,gone,"M-OLD-S_August+14,+2020_03.04.csv",M,OLD,man over 50 years old,4,4
2020-08-13 11:35:24,2020-08-13 11:42:27,IP Address,100,423,True,2020-08-13 11:42:28,R_bj5Djo3Xsf62YU1,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,0.97,0.97,374.918,1,"The most difficult thing you will find is that since you are working at home, your family will sometimes think you are readily available to them as you would be if you were not working. This will create a conflict because you obviously want to be a good partner / parent and want to come across as loving, but you also need to do what your company is paying you to do. Clear ground rules are the first step in helping alleviate this situation. Calmly let your family know that from such and such time to such and such time they need to imagine that you have left home for the office. If something important comes up they can text or email you, as they would if you really were in the office. This will make them really stop and think about whether it is important enough to interrupt you or not. Secondly, if at all possible work in another room in the house, preferably with a door that you can shut. Again, tell your family that if something comes up not to knock on the door but to text or email you instead. It's best if you can implement these things right away and not wait until you and your family have started bickering about things, as that may make them feel that they are being punished etc. But even in that case it is still important to be assertive and let them know what you need.","The most difficult thing you will find is that since you are working at home, your family will sometimes think you are readily available to them as you would be if you were not working. This will create a conflict because you obviously want to be a good partner / parent and want to come across as loving, but you also need to do what your company is paying you to do. Clear ground rules are the first step in helping alleviate this situation. Calmly let your family know that from such and such time to such and such time they need to imagine that you have left home for the office. If something important comes up they can text or email you, as they would if you really were in the office. This will make them really stop and think about whether it is important enough to interrupt you or not. Secondly, if at all possible work in another room in the house, preferably with a door that you can shut. Again, tell your family that if something comes up not to knock on the door but to text or email you instead. It's best if you can implement these things right away and not wait until you and your family have started bickering about things, as that may make them feel that they are being punished etc. But even in that case it is still important to be assertive and let them know what you need.",0,7,gone,"M-OLD-S_August+14,+2020_03.04.csv",M,OLD,man over 50 years old,4,4
2020-08-13 12:26:32,2020-08-13 12:36:46,IP Address,100,614,True,2020-08-13 12:36:47,R_2R3Vp9ghL62EnCd,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,1.019,521.419,524.481,29,"I think the problem is that others and family do not understand that working online at home is a job. People think just because you are at home you are not working. You have to set guidelines and restrictions that when you are at home working online that you are working. You have to set a schedule that you follow and give it to your family to know that this is your schedule that you are on while working. You have to emphasis that this is your working schedule and you are not to be uninterrupted unless it is an emergency.
But that does not mean you have to be isolated from your family. You going to have lunch during the day so have lunch with your family. Same as taking breaks. Spend time with your family during your breaks. You can be up to date and know what is going on with your family during the day. You still are working but you are also feel like you are part of the family.
Lastly, you have to treat both work and family as separate. Family problems cannot affect your work and work problems cannot affect you family. You must keep both separate so not to interfere with each other.","I think the problem is that others and family do not understand that working online at home is a job. People think just because you are at home you are not working. You have to set guidelines and restrictions that when you are at home working online that you are working. You have to set a schedule that you follow and give it to your family to know that this is your schedule that you are on while working. You have to emphasis that this is your working schedule and you are not to be uninterrupted unless it is an emergency.
But that does not mean you have to be isolated from your family. You going to have lunch during the day so have lunch with your family. Same as taking breaks. Spend time with your family during your breaks. You can be up to date and know what is going on with your family during the day. You still are working but you are also feel like you are part of the family.
Lastly, you have to treat both work and family as separate. Family problems cannot affect your work and work problems cannot affect you family. You must keep both separate so not to interfere with each other.",0,8,gone,"M-OLD-S_August+14,+2020_03.04.csv",M,OLD,man over 50 years old,4,4
2020-08-12 03:51:28,2020-08-12 04:05:16,IP Address,100,828,True,2020-08-12 04:05:17,R_3iCK3sGeO7We5p3,anonymous,EN,I certify that I am 18 years of age or older.,"Yes, I agree to take part.",None of the above,75.037,666.015,692.729,37,"This is my advice about reconciling online work with family obligations. To be completely honest, I have no idea what this hit is talking about, I just want the money. I don't have personal experiences, so I don't even know what to say about this. Right now, I'm at 49 words and I'm trying to think of what else I should say for this. I think I'm going to make something up, to be honest. When it comes to reconciling online work with family obligations, I believe it is best that you try to remain as sincere and genuine as possible. Why should you do that? I have no idea but based on my personal experiences, I have come to realize that honesty is the best policy in life. Now I'm at 132 words and I need to think of what else I'm going to say. Maybe I'll give an example of what I did to reconcile online work with family obligations. So, what I did to reconcile work with family obligations was, I just reconciled it, because I got it like that. You may not have it like that, but I do. I'm almost done with this thank god.","This is my advice about reconciling online work with family obligations. To be completely honest, I have no idea what this hit is talking about, I just want the money. I don't have personal experiences, so I don't even know what to say about this. Right now, I'm at 49 words and I'm trying to think of what else I should say for this. I think I'm going to make something up, to be honest. When it comes to reconciling online work with family obligations, I believe it is best that you try to remain as sincere and genuine as possible. Why should you do that? I have no idea but based on my personal experiences, I have come to realize that honesty is the best policy in life. Now I'm at 132 words and I need to think of what else I'm going to say. Maybe I'll give an example of what I did to reconcile online work with family obligations. So, what I did to reconcile work with family obligations was, I just reconciled it, because I got it like that. You may not have it like that, but I do. I'm almost done with this thank god.",0,1,gone,"M-YOUNG-S_August+12,+2020_12.32.csv",M,YOUNG,man under 30 years old,3,3
